0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.935000000000000000e+03,1.940000000000000000e+03,2.026000000000000000e+03,1.959000000000000000e+03,1.893000000000000000e+03,1.937000000000000000e+03,1.997000000000000000e+03,1.953000000000000000e+03
0.000000000000000000e+00,1.944000000000000000e+03,1.942000000000000000e+03,1.921000000000000000e+03,1.801000000000000000e+03,1.874000000000000000e+03,1.792000000000000000e+03,1.842000000000000000e+03,1.822000000000000000e+03
0.000000000000000000e+00,1.802000000000000000e+03,1.833000000000000000e+03,1.730000000000000000e+03,1.833000000000000000e+03,1.839000000000000000e+03,1.697000000000000000e+03,1.813000000000000000e+03,1.731000000000000000e+03
0.000000000000000000e+00,1.723000000000000000e+03,1.725000000000000000e+03,1.728000000000000000e+03,1.636000000000000000e+03,1.688000000000000000e+03,1.708000000000000000e+03,1.718000000000000000e+03,1.640000000000000000e+03
0.000000000000000000e+00,1.641000000000000000e+03,1.593000000000000000e+03,1.645000000000000000e+03,1.567000000000000000e+03,1.617000000000000000e+03,1.645000000000000000e+03,1.568000000000000000e+03,1.635000000000000000e+03
0.000000000000000000e+00,1.451000000000000000e+03,1.483000000000000000e+03,1.524000000000000000e+03,1.506000000000000000e+03,1.462000000000000000e+03,1.418000000000000000e+03,1.518000000000000000e+03,1.522000000000000000e+03
0.000000000000000000e+00,1.539000000000000000e+03,1.362000000000000000e+03,1.407000000000000000e+03,1.351000000000000000e+03,1.399000000000000000e+03,1.426000000000000000e+03,1.448000000000000000e+03,1.400000000000000000e+03
0.000000000000000000e+00,1.501000000000000000e+03,1.314000000000000000e+03,1.339000000000000000e+03,1.497000000000000000e+03,1.317000000000000000e+03,1.430000000000000000e+03,1.274000000000000000e+03,1.324000000000000000e+03
0.000000000000000000e+00,1.329000000000000000e+03,1.357000000000000000e+03,1.272000000000000000e+03,1.326000000000000000e+03,1.303000000000000000e+03,1.222000000000000000e+03,1.385000000000000000e+03,1.204000000000000000e+03
0.000000000000000000e+00,1.247000000000000000e+03,1.211000000000000000e+03,1.192000000000000000e+03,1.169000000000000000e+03,1.230000000000000000e+03,1.122000000000000000e+03,1.119000000000000000e+03,1.088000000000000000e+03
0.000000000000000000e+00,1.075000000000000000e+03,1.136000000000000000e+03,1.092000000000000000e+03,1.106000000000000000e+03,1.032000000000000000e+03,1.025000000000000000e+03,1.109000000000000000e+03,9.990000000000000000e+02
0.000000000000000000e+00,1.112000000000000000e+03,1.006000000000000000e+03,1.015000000000000000e+03,9.760000000000000000e+02,1.041000000000000000e+03,9.930000000000000000e+02,9.300000000000000000e+02,1.067000000000000000e+03
0.000000000000000000e+00,1.230000000000000000e+03,1.043000000000000000e+03,1.002000000000000000e+03,9.140000000000000000e+02,1.046000000000000000e+03,9.590000000000000000e+02,9.660000000000000000e+02,9.730000000000000000e+02
0.000000000000000000e+00,9.940000000000000000e+02,9.740000000000000000e+02,9.380000000000000000e+02,8.930000000000000000e+02,9.130000000000000000e+02,8.570000000000000000e+02,9.580000000000000000e+02,8.510000000000000000e+02
0.000000000000000000e+00,1.136000000000000000e+03,9.540000000000000000e+02,9.170000000000000000e+02,8.760000000000000000e+02,8.490000000000000000e+02,8.330000000000000000e+02,8.510000000000000000e+02,8.880000000000000000e+02
0.000000000000000000e+00,1.135000000000000000e+03,9.110000000000000000e+02,8.710000000000000000e+02,8.620000000000000000e+02,8.900000000000000000e+02,7.900000000000000000e+02,9.010000000000000000e+02,8.010000000000000000e+02
0.000000000000000000e+00,1.093000000000000000e+03,7.850000000000000000e+02,8.320000000000000000e+02,7.820000000000000000e+02,8.290000000000000000e+02,7.650000000000000000e+02,7.360000000000000000e+02,7.740000000000000000e+02
0.000000000000000000e+00,1.101000000000000000e+03,9.670000000000000000e+02,8.250000000000000000e+02,8.580000000000000000e+02,7.340000000000000000e+02,7.530000000000000000e+02,7.380000000000000000e+02,7.230000000000000000e+02
