2.649980000000000018e+03,2.646974999999999909e+03,2.648280000000000200e+03,2.646429999999999836e+03,2.646619999999999891e+03,2.645269999999999982e+03,2.635630000000000109e+03
2.553320000000000164e+03,2.547844999999999800e+03,2.556974999999999909e+03,2.552885000000000218e+03,2.545519999999999982e+03,2.551105000000000018e+03,2.552905000000000200e+03
2.459619999999999891e+03,2.455179999999999836e+03,2.454255000000000109e+03,2.454505000000000109e+03,2.458039999999999964e+03,2.460909999999999854e+03,2.462105000000000018e+03
2.368034999999999854e+03,2.364534999999999854e+03,2.365315000000000055e+03,2.364445000000000164e+03,2.364164999999999964e+03,2.360289999999999964e+03,2.359364999999999782e+03
2.277409999999999854e+03,2.276650000000000091e+03,2.273985000000000127e+03,2.267469999999999800e+03,2.272894999999999982e+03,2.267514999999999873e+03,2.274960000000000036e+03
2.176335000000000036e+03,2.174974999999999909e+03,2.174949999999999818e+03,2.173920000000000073e+03,2.180644999999999982e+03,2.174739999999999782e+03,2.178824999999999818e+03
2.094099999999999909e+03,2.076639999999999873e+03,2.085829999999999927e+03,2.079000000000000000e+03,2.083094999999999800e+03,2.087010000000000218e+03,2.089034999999999854e+03
1.999105000000000018e+03,1.992704999999999927e+03,1.980265000000000100e+03,1.993825000000000045e+03,1.989934999999999945e+03,1.984125000000000000e+03,1.988075000000000045e+03
1.910150000000000091e+03,1.900789999999999964e+03,1.902910000000000082e+03,1.903275000000000091e+03,1.899194999999999936e+03,1.904740000000000009e+03,1.907535000000000082e+03
1.908125000000000000e+03,1.822595000000000027e+03,1.825509999999999991e+03,1.828585000000000036e+03,1.821555000000000064e+03,1.828400000000000091e+03,1.824740000000000009e+03
1.907704999999999927e+03,1.752069999999999936e+03,1.758299999999999955e+03,1.753744999999999891e+03,1.757240000000000009e+03,1.751369999999999891e+03,1.753414999999999964e+03
1.913434999999999945e+03,1.706855000000000018e+03,1.701490000000000009e+03,1.701855000000000018e+03,1.697424999999999955e+03,1.696940000000000055e+03,1.696700000000000045e+03
1.915819999999999936e+03,1.656035000000000082e+03,1.651509999999999991e+03,1.660220000000000027e+03,1.651674999999999955e+03,1.645684999999999945e+03,1.655075000000000045e+03
1.912970000000000027e+03,1.624605000000000018e+03,1.613490000000000009e+03,1.614309999999999945e+03,1.614490000000000009e+03,1.617075000000000045e+03,1.609224999999999909e+03
1.916194999999999936e+03,1.605079999999999927e+03,1.583825000000000045e+03,1.580825000000000045e+03,1.581125000000000000e+03,1.579750000000000000e+03,1.584150000000000091e+03
