2.942804999999999836e+03,2.933744999999999891e+03,2.950195000000000164e+03,2.943039999999999964e+03,2.948590000000000146e+03,2.947405000000000200e+03,2.943559999999999945e+03,2.949344999999999800e+03,2.944605000000000018e+03,2.948255000000000109e+03,2.942989999999999782e+03,2.950480000000000018e+03,2.943530000000000200e+03,2.939215000000000146e+03,2.944219999999999800e+03,2.941135000000000218e+03,2.942534999999999854e+03,2.945454999999999927e+03,2.940275000000000091e+03,2.946849999999999909e+03,2.942125000000000000e+03,2.947565000000000055e+03,2.947974999999999909e+03,2.950224999999999909e+03,2.954210000000000036e+03
2.947684999999999945e+03,2.848820000000000164e+03,2.854614999999999782e+03,2.852704999999999927e+03,2.844034999999999854e+03,2.851170000000000073e+03,2.845900000000000091e+03,2.848010000000000218e+03,2.852295000000000073e+03,2.849219999999999800e+03,2.845465000000000146e+03,2.843099999999999909e+03,2.843829999999999927e+03,2.846614999999999782e+03,2.848369999999999891e+03,2.852329999999999927e+03,2.843094999999999800e+03,2.848175000000000182e+03,2.844449999999999818e+03,2.855000000000000000e+03,2.849400000000000091e+03,2.844545000000000073e+03,2.841505000000000109e+03,2.849210000000000036e+03,2.849664999999999964e+03
2.943425000000000182e+03,2.745110000000000127e+03,2.755500000000000000e+03,2.741840000000000146e+03,2.749090000000000146e+03,2.751494999999999891e+03,2.753885000000000218e+03,2.756730000000000018e+03,2.750534999999999854e+03,2.745675000000000182e+03,2.752355000000000018e+03,2.751090000000000146e+03,2.750869999999999891e+03,2.742530000000000200e+03,2.746159999999999854e+03,2.745949999999999818e+03,2.748304999999999836e+03,2.745719999999999800e+03,2.750494999999999891e+03,2.749130000000000109e+03,2.749824999999999818e+03,2.754730000000000018e+03,2.748360000000000127e+03,2.751769999999999982e+03,2.757784999999999854e+03
2.943400000000000091e+03,2.754155000000000200e+03,2.656090000000000146e+03,2.650639999999999873e+03,2.646070000000000164e+03,2.658130000000000109e+03,2.657269999999999982e+03,2.651925000000000182e+03,2.654795000000000073e+03,2.647960000000000036e+03,2.648059999999999945e+03,2.647824999999999818e+03,2.654574999999999818e+03,2.649059999999999945e+03,2.653150000000000091e+03,2.651414999999999964e+03,2.650440000000000055e+03,2.646230000000000018e+03,2.647719999999999800e+03,2.646400000000000091e+03,2.645769999999999982e+03,2.651574999999999818e+03,2.654860000000000127e+03,2.647960000000000036e+03,2.647324999999999818e+03
2.949820000000000164e+03,2.759344999999999800e+03,2.554585000000000036e+03,2.549980000000000018e+03,2.548960000000000036e+03,2.559804999999999836e+03,2.549684999999999945e+03,2.550675000000000182e+03,2.552260000000000218e+03,2.554280000000000200e+03,2.546445000000000164e+03,2.551034999999999854e+03,2.548614999999999782e+03,2.557824999999999818e+03,2.553929999999999836e+03,2.561494999999999891e+03,2.553855000000000018e+03,2.550335000000000036e+03,2.550065000000000055e+03,2.552039999999999964e+03,2.553244999999999891e+03,2.539599999999999909e+03,2.548244999999999891e+03,2.556500000000000000e+03,2.547400000000000091e+03
2.944639999999999873e+03,2.747389999999999873e+03,2.561389999999999873e+03,2.463019999999999982e+03,2.450000000000000000e+03,2.454574999999999818e+03,2.454164999999999964e+03,2.449264999999999873e+03,2.461335000000000036e+03,2.456875000000000000e+03,2.466679999999999836e+03,2.453070000000000164e+03,2.450320000000000164e+03,2.456980000000000018e+03,2.451934999999999945e+03,2.453250000000000000e+03,2.450644999999999982e+03,2.446144999999999982e+03,2.454974999999999909e+03,2.454860000000000127e+03,2.454844999999999800e+03,2.449369999999999891e+03,2.450949999999999818e+03,2.456315000000000055e+03,2.451304999999999836e+03
2.944744999999999891e+03,2.747420000000000073e+03,2.561574999999999818e+03,2.362760000000000218e+03,2.347394999999999982e+03,2.355980000000000018e+03,2.359275000000000091e+03,2.353889999999999873e+03,2.357114999999999782e+03,2.361014999999999873e+03,2.355974999999999909e+03,2.348969999999999800e+03,2.353965000000000146e+03,2.349954999999999927e+03,2.353914999999999964e+03,2.347644999999999982e+03,2.358045000000000073e+03,2.348280000000000200e+03,2.346364999999999782e+03,2.364170000000000073e+03,2.350514999999999873e+03,2.365735000000000127e+03,2.354514999999999873e+03,2.357050000000000182e+03,2.347815000000000055e+03
2.948710000000000036e+03,2.748565000000000055e+03,2.554815000000000055e+03,2.355835000000000036e+03,2.265445000000000164e+03,2.260614999999999782e+03,2.262755000000000109e+03,2.259235000000000127e+03,2.248324999999999818e+03,2.252739999999999782e+03,2.257534999999999854e+03,2.258900000000000091e+03,2.258545000000000073e+03,2.257135000000000218e+03,2.255324999999999818e+03,2.251034999999999854e+03,2.251085000000000036e+03,2.258090000000000146e+03,2.254534999999999854e+03,2.253635000000000218e+03,2.261320000000000164e+03,2.253650000000000091e+03,2.253809999999999945e+03,2.257320000000000164e+03,2.255579999999999927e+03
2.940175000000000182e+03,2.753304999999999836e+03,2.559344999999999800e+03,2.365885000000000218e+03,2.156554999999999836e+03,2.166505000000000109e+03,2.156369999999999891e+03,2.150099999999999909e+03,2.157644999999999982e+03,2.155489999999999782e+03,2.157945000000000164e+03,2.155905000000000200e+03,2.147159999999999854e+03,2.155164999999999964e+03,2.156815000000000055e+03,2.155875000000000000e+03,2.156065000000000055e+03,2.148494999999999891e+03,2.159820000000000164e+03,2.156934999999999945e+03,2.152079999999999927e+03,2.152755000000000109e+03,2.157000000000000000e+03,2.161224999999999909e+03,2.162425000000000182e+03
2.956684999999999945e+03,2.753175000000000182e+03,2.549284999999999854e+03,2.361295000000000073e+03,2.162034999999999854e+03,2.064764999999999873e+03,2.056960000000000036e+03,2.056195000000000164e+03,2.056309999999999945e+03,2.054264999999999873e+03,2.056130000000000109e+03,2.064159999999999854e+03,2.056340000000000146e+03,2.056909999999999854e+03,2.060894999999999982e+03,2.057550000000000182e+03,2.062639999999999873e+03,2.064420000000000073e+03,2.055355000000000018e+03,2.061554999999999836e+03,2.053519999999999982e+03,2.055355000000000018e+03,2.054735000000000127e+03,2.060190000000000055e+03,2.059150000000000091e+03
2.951385000000000218e+03,2.757695000000000164e+03,2.560994999999999891e+03,2.355960000000000036e+03,2.158599999999999909e+03,1.962525000000000091e+03,1.957005000000000109e+03,1.965960000000000036e+03,1.958079999999999927e+03,1.952585000000000036e+03,1.958660000000000082e+03,1.953174999999999955e+03,1.961799999999999955e+03,1.960134999999999991e+03,1.962740000000000009e+03,1.957644999999999982e+03,1.953904999999999973e+03,1.943825000000000045e+03,1.967944999999999936e+03,1.962464999999999918e+03,1.971029999999999973e+03,1.965835000000000036e+03,1.954934999999999945e+03,1.954759999999999991e+03,1.951130000000000109e+03
2.948894999999999982e+03,2.755320000000000164e+03,2.559184999999999945e+03,2.369460000000000036e+03,2.159855000000000018e+03,1.962339999999999918e+03,1.869890000000000100e+03,1.859119999999999891e+03,1.849769999999999982e+03,1.861940000000000055e+03,1.864934999999999945e+03,1.857704999999999927e+03,1.859194999999999936e+03,1.861710000000000036e+03,1.854140000000000100e+03,1.866069999999999936e+03,1.859039999999999964e+03,1.866509999999999991e+03,1.860075000000000045e+03,1.861000000000000000e+03,1.858255000000000109e+03,1.857704999999999927e+03,1.861855000000000018e+03,1.862160000000000082e+03,1.858609999999999900e+03
2.938275000000000091e+03,2.748380000000000109e+03,2.560510000000000218e+03,2.359735000000000127e+03,2.161804999999999836e+03,1.963890000000000100e+03,1.761275000000000091e+03,1.759240000000000009e+03,1.758724999999999909e+03,1.756035000000000082e+03,1.761599999999999909e+03,1.764605000000000018e+03,1.757119999999999891e+03,1.755855000000000018e+03,1.768974999999999909e+03,1.760394999999999982e+03,1.757430000000000064e+03,1.759390000000000100e+03,1.771329999999999927e+03,1.764119999999999891e+03,1.762509999999999991e+03,1.762085000000000036e+03,1.749220000000000027e+03,1.756884999999999991e+03,1.765434999999999945e+03
2.953614999999999782e+03,2.752190000000000055e+03,2.546639999999999873e+03,2.360954999999999927e+03,2.159925000000000182e+03,1.963509999999999991e+03,1.766589999999999918e+03,1.666285000000000082e+03,1.664640000000000100e+03,1.659410000000000082e+03,1.661160000000000082e+03,1.659500000000000000e+03,1.661204999999999927e+03,1.662974999999999909e+03,1.659875000000000000e+03,1.653845000000000027e+03,1.656464999999999918e+03,1.664589999999999918e+03,1.666005000000000109e+03,1.657589999999999918e+03,1.655400000000000091e+03,1.657434999999999945e+03,1.661000000000000000e+03,1.660164999999999964e+03,1.669275000000000091e+03
