2.706784999999999854e+03,2.703219999999999800e+03,2.706519999999999982e+03,2.707519999999999982e+03,2.704809999999999945e+03,2.706909999999999854e+03,2.706704999999999927e+03
2.613144999999999982e+03,2.610289999999999964e+03,2.608315000000000055e+03,2.610945000000000164e+03,2.608795000000000073e+03,2.610309999999999945e+03,2.615525000000000091e+03
2.517625000000000000e+03,2.519579999999999927e+03,2.511840000000000146e+03,2.510195000000000164e+03,2.511184999999999945e+03,2.513695000000000164e+03,2.510585000000000036e+03
2.422894999999999982e+03,2.416380000000000109e+03,2.416545000000000073e+03,2.418974999999999909e+03,2.419585000000000036e+03,2.421235000000000127e+03,2.417530000000000200e+03
2.333875000000000000e+03,2.325605000000000018e+03,2.328025000000000091e+03,2.326454999999999927e+03,2.332909999999999854e+03,2.320420000000000073e+03,2.327195000000000164e+03
2.239735000000000127e+03,2.225894999999999982e+03,2.229820000000000164e+03,2.231054999999999836e+03,2.235110000000000127e+03,2.235940000000000055e+03,2.229519999999999982e+03
2.136110000000000127e+03,2.133255000000000109e+03,2.141349999999999909e+03,2.134644999999999982e+03,2.138329999999999927e+03,2.140639999999999873e+03,2.131175000000000182e+03
2.050014999999999873e+03,2.041005000000000109e+03,2.053239999999999782e+03,2.042105000000000018e+03,2.048349999999999909e+03,2.041690000000000055e+03,2.045924999999999955e+03
1.961285000000000082e+03,1.948164999999999964e+03,1.960529999999999973e+03,1.957964999999999918e+03,1.958115000000000009e+03,1.956789999999999964e+03,1.960009999999999991e+03
1.968835000000000036e+03,1.877130000000000109e+03,1.868880000000000109e+03,1.881575000000000045e+03,1.879700000000000045e+03,1.873200000000000045e+03,1.869039999999999964e+03
1.967450000000000045e+03,1.819994999999999891e+03,1.804210000000000036e+03,1.803785000000000082e+03,1.802680000000000064e+03,1.804849999999999909e+03,1.804150000000000091e+03
1.964884999999999991e+03,1.752535000000000082e+03,1.752589999999999918e+03,1.746470000000000027e+03,1.747845000000000027e+03,1.753990000000000009e+03,1.746779999999999973e+03
1.959279999999999973e+03,1.715664999999999964e+03,1.703089999999999918e+03,1.702660000000000082e+03,1.702154999999999973e+03,1.704434999999999945e+03,1.699414999999999964e+03
1.965069999999999936e+03,1.675434999999999945e+03,1.676589999999999918e+03,1.665890000000000100e+03,1.666204999999999927e+03,1.664234999999999900e+03,1.666365000000000009e+03
1.965769999999999982e+03,1.658430000000000064e+03,1.636785000000000082e+03,1.633720000000000027e+03,1.637579999999999927e+03,1.637319999999999936e+03,1.632994999999999891e+03
