1.146055000000000064e+03,1.143805000000000064e+03,1.141835000000000036e+03,1.145819999999999936e+03,1.145529999999999973e+03,1.145384999999999991e+03,1.145704999999999927e+03
1.035944999999999936e+03,1.040690000000000055e+03,1.040230000000000018e+03,1.035484999999999900e+03,1.040595000000000027e+03,1.034315000000000055e+03,1.037079999999999927e+03
9.322699999999999818e+02,9.345349999999999682e+02,9.380449999999999591e+02,9.327350000000000136e+02,9.322849999999999682e+02,9.369600000000000364e+02,9.357150000000000318e+02
8.294600000000000364e+02,8.268200000000000500e+02,8.311649999999999636e+02,8.276649999999999636e+02,8.246549999999999727e+02,8.300299999999999727e+02,8.281799999999999500e+02
7.262699999999999818e+02,7.250399999999999636e+02,7.250399999999999636e+02,7.255349999999999682e+02,7.251649999999999636e+02,7.209950000000000045e+02,7.197050000000000409e+02
6.224500000000000455e+02,6.199900000000000091e+02,6.207699999999999818e+02,6.167649999999999864e+02,6.161399999999999864e+02,6.191749999999999545e+02,6.229700000000000273e+02
5.148450000000000273e+02,5.115049999999999955e+02,5.110199999999999818e+02,5.172649999999999864e+02,5.172450000000000045e+02,5.160299999999999727e+02,5.156649999999999636e+02
4.176449999999999818e+02,4.125049999999999955e+02,4.170550000000000068e+02,4.163199999999999932e+02,4.171650000000000205e+02,4.181449999999999818e+02,4.122900000000000205e+02
3.212799999999999727e+02,3.178450000000000273e+02,3.178600000000000136e+02,3.182500000000000000e+02,3.161650000000000205e+02,3.193700000000000045e+02,3.189499999999999886e+02
3.209800000000000182e+02,2.342100000000000080e+02,2.327549999999999955e+02,2.323700000000000045e+02,2.342249999999999943e+02,2.328849999999999909e+02,2.373750000000000000e+02
3.193899999999999864e+02,1.665550000000000068e+02,1.598650000000000091e+02,1.592949999999999875e+02,1.638899999999999864e+02,1.700449999999999875e+02,1.600200000000000102e+02
3.278050000000000068e+02,1.116200000000000045e+02,1.082549999999999955e+02,1.101299999999999955e+02,1.076650000000000063e+02,1.064650000000000034e+02,1.076650000000000063e+02
3.237250000000000227e+02,7.048999999999999488e+01,6.947499999999999432e+01,6.962000000000000455e+01,7.054500000000000171e+01,6.959499999999999886e+01,6.768999999999999773e+01
3.166549999999999727e+02,4.468500000000000227e+01,4.314999999999999858e+01,4.096999999999999886e+01,4.245000000000000284e+01,4.378999999999999915e+01,4.247999999999999687e+01
3.260099999999999909e+02,2.598999999999999844e+01,2.624500000000000099e+01,2.557999999999999829e+01,2.587500000000000000e+01,2.430999999999999872e+01,2.528500000000000014e+01
